image_id,split,true_label,label_name,f000,f001,f002,f003,f004,f005,f006,f007,f008,f009,f010,f011,f012,f013,f014,f015,f016,f017,f018,f019,f020,f021,f022,f023,f024,f025,f026,f027,f028,f029,f030,f031,f032,f033,f034,f035,f036,f037,f038,f039,f040,f041,f042,f043,f044,f045,f046,f047,f048,f049,f050,f051,f052,f053,f054,f055,f056,f057,f058,f059,f060,f061,f062,f063,f064,f065,f066,f067,f068,f069,f070,f071,f072,f073,f074,f075,f076,f077,f078,f079,f080,f081,f082,f083,f084,f085,f086,f087,f088,f089,f090,f091,f092,f093,f094,f095,f096,f097,f098,f099,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,f200,f201,f202,f203,f204,f205,f206,f207,f208,f209,f210,f211,f212,f213,f214,f215,f216,f217,f218,f219,f220,f221,f222,f223,f224,f225,f226,f227,f228,f229,f230,f231,f232,f233,f234,f235,f236,f237,f238,f239,f240,f241,f242,f243,f244,f245,f246,f247,f248,f249,f250,f251,f252,f253,f254,f255
078,train,1,Hemorrhage,0.78161,0.46084,0.31665,0.52871,0.27967,0.41967,0.51681,0.39328,0.56635,0.52716,0.49704,0.64085,0.698,0.29525,0.69414,0.32349,0.51812,0.51104,0.11667,0.59967,0.59881,0.06275,0.40513,0.55743,0.14148,0.63459,0.57599,0.4027,0.49201,0.87254,0.20251,0.3555,0.06693,0.2727,0.18818,0.50454,0.28024,0.25431,0.49481,0.3144,0.43185,0.2114,0.16238,0.45906,0.52608,0.52436,0.15314,0.2538,0.41738,0.503,0.25865,0.8643,0.34252,0.59048,0.22863,0.14077,0.7408,0.76026,0.79489,0.51112,0.7678,0.15787,0.29455,0.17668,0.34387,0.22867,0.30088,0.48633,0.26786,0.16022,0.58306,0.27553,0.47084,0.29015,0.27719,0.04993,0.35929,0.30842,0.64158,0.39033,0.51693,0.24975,0.3608,0.24375,1.07516,0.34177,0.23929,0.72415,0.53459,0.32931,0.51544,0.45063,0.30522,0.33784,0.43003,0.49906,0.18013,0.3883,0.42184,0.31667,0.44419,0.44774,0.44404,0.21013,0.33975,0.23633,0.32135,0.24352,0.29964,0.48893,0.14489,0.71673,0.21822,0.6894,0.37645,0.66098,0.35963,0.24906,0.42546,0.68476,0.19082,0.20368,0.46336,0.28747,0.426,0.41789,0.92009,0.54524,0.30903,0.68253,0.39337,0.33129,0.72027,0.26085,0.25494,0.88537,0.40753,0.12047,0.67599,0.42303,0.53883,0.42329,0.25123,0.52377,0.37047,0.62608,0.39499,0.39835,0.28789,0.76029,0.5136,0.10844,0.15779,0.36903,1.09063,0.765,0.55002,0.63864,0.39655,0.37444,0.28103,0.84712,0.30475,0.37978,0.21784,0.46014,0.15172,0.83357,0.69584,0.58182,0.72206,0.16351,0.44803,0.70913,0.46895,0.89096,0.24768,0.43759,0.31246,0.717,0.47397,0.41868,0.17429,0.52942,0.3718,0.14349,0.38876,0.20733,0.78828,0.78363,0.339,0.52666,0.15148,0.40066,0.17324,0.38548,0.28011,0.73358,0.20502,0.42215,0.77897,0.90425,0.16376,0.29964,0.39055,0.47764,0.22032,0.52928,0.7423,0.40595,0.45779,0.55715,0.62441,0.5383,0.19728,0.29568,0.46234,0.54566,0.47498,0.35482,0.48933,0.55387,0.54333,0.22251,0.28974,0.26616,0.32126,0.37541,0.79164,0.20888,0.70235,0.73668,0.41487,0.2123,0.85787,0.48822,0.36131,0.30351,0.2795,0.20148,0.23731,0.70377,0.64013,0.21682,0.67684,0.75838,0.20685,0.42401,0.31065,0.44469,0.38303,0.4185,0.38545,0.2492,0.43387,0.71897
146,train,0,Normal,0.22557,-0.00518,0.32299,0.79957,0.59635,0.43777,0.0616,0.47649,0.18118,0.57182,0.22007,0.26838,0.14574,0.29807,0.44291,0.1801,0.01677,0.02882,0.16615,0.22233,0.39151,0.15726,0.34371,0.11827,0.1038,0.22786,0.40281,0.16896,0.37223,0.05588,0.81111,0.71205,0.12856,0.22843,0.24999,0.5238,0.9218,0.72668,0.02729,0.12798,0.70097,-0.00741,0.19117,0.01002,0.23568,0.04167,-0.03614,0.06291,0.25479,0.21372,0.57749,0.29841,0.29395,0.14088,0.3941,0.37255,0.0596,0.25362,0.36616,0.00528,0.43195,0.01836,0.2137,0.20653,0.32543,0.10789,0.10814,0.01515,0.61105,0.59179,0.44764,0.07456,0.19201,0.31736,0.16761,0.29297,0.60105,0.46695,0.1471,0.07676,0.37416,0.40968,0.07475,0.71602,-0.04466,0.03488,0.48414,0.09102,0.48056,0.27358,0.04722,0.91045,0.01858,0.33944,0.1554,0.12291,0.50006,0.19393,0.48045,0.26896,0.1614,-0.00661,0.18654,0.08041,0.13627,0.0854,0.19427,-0.00696,0.25276,0.76631,0.09983,0.19207,0.39237,0.23855,0.16709,0.39744,0.43233,0.31556,0.21191,0.03066,0.6879,0.03571,0.38763,0.14763,0.32693,0.11514,0.01734,0.00947,0.31513,0.22638,0.51763,0.24019,0.10053,-0.00857,0.2756,0.17331,0.37205,0.07986,-0.05615,0.1769,0.25672,0.15523,0.15326,0.38838,0.09293,0.19467,0.33455,0.14401,0.16714,0.16239,-0.02885,0.31991,0.45277,0.06753,0.12792,0.47328,0.51907,-0.07748,0.27294,0.1204,0.33026,0.63594,0.50331,0.46325,0.14305,0.25954,0.34246,0.21781,0.20883,0.2631,0.86591,0.17674,0.83533,0.05115,0.44436,0.10625,0.31671,0.30446,1.01228,0.1474,0.49636,0.61067,0.12041,0.55348,0.22957,0.19021,0.39345,0.00813,-0.0115,0.28988,1.05809,0.11604,0.02673,0.24452,0.136,0.12687,0.24913,0.18898,0.11402,-0.00754,0.14222,0.0507,0.18343,0.20639,0.14391,0.42369,0.23043,0.30936,0.17947,0.68264,0.10337,0.36142,0.1771,0.04593,0.72783,0.38601,0.26055,0.05765,0.83386,1.02825,0.33829,0.15109,0.12667,0.08411,0.57052,0.56479,0.38883,0.85763,-0.0678,0.26679,-0.0254,0.19537,-0.01925,0.04205,0.3245,0.05433,0.09186,0.18266,0.33376,0.29435,0.18141,0.06279,0.22173,0.02,0.44152,0.02144,0.93112,0.14776,0.6786,0.03558,0.14925,0.61452,0.41385,0.26841,0.33722,0.22156
018,train,1,Hemorrhage,0.34475,0.49822,0.32242,0.22808,0.18632,0.23891,0.44799,0.26647,0.33343,0.51171,0.51938,0.3508,0.35057,0.46457,0.21611,0.48423,0.37388,0.42247,0.16101,0.44274,0.40242,0.17065,0.33831,0.29488,0.16459,0.31444,0.42802,0.24839,0.37789,0.37778,0.15517,0.15675,0.18054,0.19213,0.25184,0.44065,0.0891,0.25701,0.31511,0.20211,0.24496,0.27468,0.22605,0.54922,0.35227,0.56255,0.13505,0.37589,0.32545,0.40997,0.2533,0.65469,0.298,0.25067,0.26619,0.15512,0.41744,0.58655,0.52576,0.32255,0.74547,0.11534,0.15509,0.15159,0.30525,0.21718,0.25958,0.31271,0.17691,0.0292,0.49973,0.22359,0.25008,0.29325,0.32989,0.14536,0.16605,0.28446,0.35786,0.18941,0.49455,0.28901,0.28717,0.11947,0.50855,0.08312,0.08955,0.49753,0.41004,0.49929,0.3827,0.40226,0.38419,0.14558,0.17225,0.44886,0.14037,0.31007,0.32285,0.2976,0.3187,0.30279,0.36003,0.33483,0.36201,0.35041,0.22657,0.31423,0.13594,0.4144,0.0961,0.51585,0.28725,0.30321,0.34174,0.44138,0.32912,0.1734,0.45134,0.35605,0.20569,0.23219,0.7534,0.22137,0.26241,0.41532,0.55225,0.54728,0.26833,0.51296,0.11076,0.33017,0.46527,0.53973,0.39181,0.5135,0.4096,0.2155,0.34676,0.52653,0.26211,0.4111,0.40214,0.32618,0.2668,0.25657,0.33636,0.39215,0.25898,0.67268,0.34381,0.21453,0.08022,0.24243,0.71079,0.52844,0.43693,0.36518,0.42409,0.29172,0.09247,0.42088,0.344,0.29429,0.30092,0.25333,0.23062,0.66041,0.44663,0.58024,0.32612,0.24027,0.33967,0.42276,0.3705,0.63955,0.49266,0.54237,0.17988,0.66547,0.35746,0.19919,0.2134,0.3423,0.13794,0.1143,0.32413,0.36266,0.35511,0.43599,0.29384,0.30984,0.28723,0.3806,0.22813,0.21745,0.35588,0.19019,0.41321,0.21416,0.52737,0.55429,0.2208,0.20508,0.40754,0.33155,0.22923,0.3163,0.43626,0.11864,0.54074,0.29663,0.81809,0.60147,0.09629,0.24196,0.31342,0.47445,0.42399,0.21542,0.35118,0.31766,0.16203,0.21558,0.31442,0.24897,0.27954,0.22264,0.42406,0.08587,0.46441,0.39657,0.33602,0.18885,0.68474,0.31307,0.27428,0.23921,0.31994,0.26641,0.19235,0.38648,0.26284,0.25085,0.34272,0.68998,0.2124,0.28406,0.13711,0.18823,0.29527,0.19904,0.20843,0.39596,0.3285,0.26573
013,train,1,Hemorrhage,0.60349,0.50987,0.16898,0.33411,0.22567,0.12295,0.36225,0.2318,0.25395,0.218,0.54617,0.22483,0.22519,0.43012,0.29855,0.7588,0.2623,0.51554,0.19733,0.33509,0.4002,0.09824,0.17319,0.46974,0.27026,0.41891,0.33474,0.25536,0.49491,0.643,0.02391,0.12458,0.25051,0.18959,0.2292,0.46004,0.14156,0.11726,0.51386,0.44021,0.22629,0.22701,0.28052,0.73665,0.33742,0.50182,0.13034,0.12973,0.41107,0.29555,0.14481,0.53074,0.29414,0.33909,0.06658,0.2021,0.26011,0.53666,0.26318,0.21584,0.56544,0.11175,0.21959,0.27758,0.33011,0.34586,0.30677,0.35403,0.08073,0.21942,0.40492,0.34553,0.13851,0.31693,0.19655,0.18276,0.24355,0.20541,0.55421,0.21118,0.52268,0.28598,0.4727,0.25338,0.5678,0.06688,0.19949,0.57494,0.24479,0.33574,0.52819,0.44648,0.58116,0.11711,0.26896,0.33913,0.22875,0.4487,0.35439,0.17053,0.28121,0.42112,0.36635,0.41945,0.23892,0.05866,0.28401,0.24711,0.04276,0.47391,0.28905,0.28885,0.0166,0.5077,0.17245,0.49317,0.36785,0.22837,0.17115,0.44318,0.26658,0.3147,0.83995,0.50401,0.20665,0.32961,0.5717,0.69132,0.2423,0.38459,0.27103,0.20513,0.59605,0.62733,0.21423,0.55085,0.30705,0.26077,0.42338,0.6406,0.51382,0.42706,0.2307,0.29846,0.41381,0.16771,0.18621,0.61969,0.11339,0.6177,0.32303,0.13036,0.31592,0.43414,0.64444,0.33994,0.36122,0.67551,0.3414,0.36558,0.17987,0.4354,0.12749,0.24217,0.29431,0.24556,0.20571,0.29707,0.54233,0.80995,0.42277,0.32856,0.24448,0.36255,0.355,0.54157,0.15017,0.69269,0.42683,0.6279,0.50554,0.16166,0.50627,0.16022,0.1862,0.26858,0.36513,0.40993,0.26606,0.6016,0.41539,0.34766,0.10943,0.39305,0.27137,0.43491,0.19722,0.41824,0.62723,0.409,0.73893,0.74022,0.22879,0.32466,0.31084,0.43272,0.11845,0.3837,0.48862,0.27735,0.51521,0.60363,0.40077,0.71173,0.28486,0.03289,0.36664,0.54118,0.49666,0.30723,0.46849,0.25628,0.16171,0.16945,0.36637,0.20305,0.23057,0.14143,0.41779,-0.00966,0.51667,0.37588,0.44131,0.13724,0.60603,0.39109,0.15394,0.37088,0.28939,0.10154,0.37602,0.48165,0.3229,0.27967,0.59737,0.7475,0.30398,0.50927,0.25971,0.1423,0.58614,0.16708,0.26738,0.32459,0.31225,0.38023
088,train,1,Hemorrhage,0.85835,0.80172,0.12204,0.43932,0.10461,0.37373,1.01676,0.199,0.4559,0.38355,0.72439,0.48341,0.94141,0.54499,0.42328,0.84105,0.70827,0.5826,0.1705,0.80375,0.26677,0.37876,0.70984,1.12129,0.25459,0.45632,0.42752,0.533,0.65516,1.51492,0.12332,0.0662,0.56745,0.09534,0.38244,0.46353,0.11169,0.12463,0.82133,0.61789,0.39222,0.30531,0.45253,0.8001,0.62782,1.32844,0.08777,0.5544,0.74363,0.6004,0.19268,1.52123,0.35338,0.18267,0.41812,0.77269,1.13191,1.00809,0.86375,0.88993,1.12938,0.27418,0.37014,0.2654,0.52916,0.28601,0.33151,0.85433,0.04461,0.16821,0.68776,0.38668,0.36093,0.58511,0.17934,0.18725,0.54848,0.26418,0.80276,0.25247,0.44901,0.46746,0.28296,0.23629,1.73159,0.14594,0.18204,1.08524,0.33532,0.35555,0.79441,0.39371,0.74333,0.45022,0.34679,0.77928,0.30603,0.74524,0.70019,0.0728,0.34956,0.8262,0.45504,0.21829,0.24845,0.16906,0.65565,0.4923,0.03771,0.27881,0.37765,0.85526,0.09843,0.80074,0.48723,0.87792,0.47026,0.23967,0.44758,0.77571,0.17478,0.14665,0.98767,0.09851,0.42227,0.89476,1.52299,1.25742,0.44363,0.82482,0.26499,0.28206,0.6988,0.88541,0.27844,1.12397,0.50445,0.32098,0.88439,0.48301,0.22937,0.74766,0.19812,1.04779,0.73754,0.284,0.41716,0.90254,0.62429,1.24991,0.38497,0.07319,0.17585,0.24374,1.60838,0.62658,0.75968,1.47023,0.12932,0.43675,0.31639,0.8564,0.14826,0.21622,0.53576,0.46729,0.29644,1.0591,1.17352,1.38183,0.56943,0.40858,0.1951,0.81485,0.53182,1.0778,0.21977,0.78431,0.44311,1.26299,0.77081,0.23157,0.26593,0.23231,0.43156,0.23977,0.31573,0.71533,0.71926,0.92252,0.24869,0.33059,0.35099,0.64945,0.31538,0.7538,0.07281,0.80636,1.02917,0.78235,1.29664,1.66449,0.06025,0.2807,1.14899,0.54459,0.12576,0.6953,0.85681,0.26136,0.70626,0.70328,1.20196,1.10965,0.28591,-0.01604,0.73894,1.21215,0.62852,0.27086,0.4473,0.15047,0.64514,0.21969,0.3393,0.22144,0.30108,0.155,0.73983,0.06869,1.1003,0.66468,0.72735,0.20481,0.91624,0.88393,0.12647,0.28454,0.18744,0.02973,0.30944,1.1171,0.83882,0.45584,0.65884,1.7205,0.27819,0.77544,0.30235,0.44734,0.5236,0.23144,0.54502,0.53877,0.42988,0.75534
038,train,1,Hemorrhage,0.43053,0.37011,0.50907,0.53674,0.18609,0.1966,0.54109,0.37695,0.38262,0.26221,0.55627,0.29942,0.54342,0.39329,0.23063,0.34142,0.48518,0.35277,0.21228,0.40041,0.42368,0.28722,0.36539,0.30005,0.22833,0.94767,0.20189,0.36611,0.53856,0.68688,0.12324,0.271,0.08777,0.12144,0.30587,0.62735,0.32498,0.16331,0.34417,0.38145,0.52851,0.18678,0.40469,0.45514,0.30617,0.43465,0.24365,0.22402,0.35571,0.61745,0.47519,0.69909,0.07995,0.09074,0.09992,0.26977,0.76982,0.4595,0.33486,0.32887,0.51463,0.23209,0.14006,0.2264,0.53146,0.38878,0.27965,0.37565,0.09041,0.26696,0.52772,0.35344,0.23348,0.45682,0.25489,0.09674,0.35367,0.27385,0.54717,0.28198,0.53255,0.60302,0.26479,0.54735,0.72713,-0.02931,0.47017,0.46965,0.32866,0.3034,0.33594,0.69043,0.61998,0.02808,0.2652,0.55093,0.22258,0.51544,0.53442,0.21506,0.22724,0.47958,0.66235,0.37494,0.21151,0.10174,0.30944,0.18082,0.16063,0.38129,0.39767,0.47642,0.07963,0.32789,0.22694,0.71541,0.80929,0.1412,0.40278,0.24725,0.28342,0.28781,0.5529,0.12853,0.52148,0.35265,0.53097,0.55328,0.30029,0.518,0.51759,0.18782,0.34451,0.32634,0.24427,0.399,0.28615,0.15336,0.42537,0.48568,0.23255,0.22061,0.27996,0.4663,0.27154,0.1983,0.33899,0.34577,0.19224,0.6975,0.13713,0.20463,0.50258,0.26827,0.68172,0.2683,0.33006,0.49139,0.34683,0.37035,0.19805,0.55603,0.30626,0.21268,0.4465,0.33862,0.16727,0.35776,0.529,0.58117,0.64641,0.2503,0.61961,0.37029,0.49507,0.49871,0.21945,0.45019,0.44013,0.59802,0.4765,0.26018,0.5124,0.14869,0.1342,0.2629,0.3819,0.20959,0.43033,0.33384,0.59687,0.1363,0.22853,0.8485,0.27745,0.3732,0.10994,0.50738,0.21752,0.32443,0.68572,0.55127,0.11818,0.13772,0.46531,0.40832,0.13551,0.3445,0.43654,0.38081,0.64671,0.5218,0.36613,0.48999,0.53606,0.18388,0.29533,0.48313,0.51394,0.58469,0.46538,0.20863,0.30962,0.25423,0.37544,0.21241,0.29129,0.4638,0.50431,0.12923,0.61101,0.52982,0.37472,0.08593,0.40365,0.40103,0.13185,0.46214,0.30429,0.24266,0.2524,0.50204,0.64032,0.27063,0.56036,0.53997,0.41663,0.2618,0.63064,0.126,0.41815,0.56634,0.28874,0.54426,0.30252,0.50305
065,train,1,Hemorrhage,0.82083,1.11989,0.29882,0.27111,0.05049,0.13031,1.25263,0.22568,0.53369,0.36582,0.57403,0.66213,1.11554,0.52682,0.21175,1.01742,0.39861,0.70558,0.05972,1.03185,0.51047,0.4049,0.25476,1.02747,0.36926,0.42475,0.41316,0.48075,0.4658,1.18548,0.0229,-0.05961,0.35448,0.20272,0.17409,0.31869,0.0227,0.23064,1.1656,0.5492,0.3566,0.48906,0.32663,1.18738,0.99974,1.34499,0.18128,0.85892,0.60308,0.87665,0.11603,0.84814,0.41499,0.69595,0.51372,0.55444,0.78467,0.81589,0.91485,0.83987,1.03389,0.40798,0.45449,0.38491,0.25018,0.46807,0.69329,1.02357,0.09622,0.05874,0.58665,0.56524,0.3518,0.43,0.34215,0.12615,0.52275,0.4942,0.83611,0.40377,0.36826,0.19419,0.36674,0.04795,1.67165,0.20645,0.03086,1.1286,0.15705,0.46762,0.53476,0.27565,0.79075,0.27538,0.10732,0.689,0.30163,0.77357,0.45327,0.64396,0.30565,0.63208,0.60562,0.63169,0.19996,0.33671,0.77851,0.87819,0.08336,0.34936,0.49104,0.95535,0.17142,0.82778,0.40864,0.36859,0.18391,0.16742,0.68367,1.04368,0.1542,0.58082,0.91683,0.26959,0.47848,0.59067,1.9161,1.34163,0.46606,0.80841,0.12508,0.26818,1.06239,0.94411,0.32123,1.14982,0.3649,0.41652,1.13229,0.74225,0.79321,0.81349,0.65803,0.87562,1.048,0.36913,0.22705,0.90255,0.16547,1.0622,0.826,0.26446,0.09604,0.65802,1.43742,0.5183,0.73105,0.89943,0.67557,0.27728,0.36328,0.54389,0.04212,0.27728,0.57976,0.35164,0.11551,1.09416,0.60764,1.32922,0.36997,0.37524,0.17768,0.73565,0.30703,1.32855,0.31481,0.82152,0.20873,1.02834,0.59821,0.13577,0.44301,0.29212,0.39457,0.12192,0.53719,1.5016,0.80836,1.37013,0.07072,0.94631,0.23891,0.43307,0.21321,0.87174,0.47328,0.93865,0.69,0.64572,0.98108,1.49704,0.47579,0.49343,0.69055,0.54591,0.19794,0.69267,0.46995,0.09534,1.13122,0.46563,0.96745,1.59819,0.22207,0.19341,0.49056,1.36621,0.42397,0.17126,0.33316,0.91593,0.71586,0.21175,0.17469,0.12846,0.18348,0.17492,0.99113,0.03645,0.9695,0.76094,0.88381,0.67854,0.97062,0.80671,0.58088,0.5225,0.32851,0.14214,0.2544,1.01885,0.44367,0.51365,0.9832,2.29043,0.2218,1.03175,0.23316,0.62769,0.6757,0.0462,0.45784,0.41023,0.2855,0.47
041,train,1,Hemorrhage,0.32832,0.18641,0.27597,0.23952,0.20177,0.27508,0.33723,0.30842,0.14662,0.41294,0.49509,0.28165,0.37147,0.3332,0.30573,0.30651,0.32366,0.17357,0.2196,0.17971,0.3644,0.30466,0.23287,0.07656,0.22814,0.25666,0.29339,0.18258,0.4094,0.3526,0.14215,0.36988,0.2869,0.33243,0.18585,0.59636,0.25024,0.45198,0.12543,0.2703,0.39801,0.00608,0.15447,0.29341,0.3125,0.29836,0.12482,0.191,0.2111,0.48711,0.4631,0.40202,0.31494,0.19464,0.16617,0.29444,0.19553,0.3391,0.43378,0.2027,0.51137,0.10346,0.17399,0.23996,0.27511,0.31449,0.12306,0.17115,0.19555,0.37544,0.51997,0.20295,0.38975,0.28816,0.24186,0.25743,0.40063,0.27939,0.1746,0.18725,0.4835,0.47831,0.15448,0.33663,0.17556,0.22229,0.34539,0.16267,0.23611,0.26428,0.24731,0.47526,0.34848,0.18574,0.21122,0.5207,0.48192,0.20316,0.31691,0.28463,0.23322,0.4327,0.33153,0.2126,0.25539,0.10608,0.31114,0.06994,0.23019,0.29822,0.37085,0.42338,0.22342,0.2427,0.13615,0.23052,0.20738,0.12691,0.29853,0.23777,0.36871,0.26806,0.42702,0.11371,0.536,0.28299,0.27627,0.46791,0.13354,0.16982,0.26068,0.37383,0.24221,0.24258,0.40476,0.42919,0.22003,0.17364,0.2305,0.41223,0.20374,0.09632,0.17457,0.30243,0.28365,0.41368,0.31764,0.32033,0.08164,0.44026,0.18354,0.24603,0.33554,0.17167,0.41621,0.3774,0.36864,0.23746,0.25947,0.05334,0.53389,0.48086,0.26962,0.20678,0.15596,0.35186,0.24931,0.37208,0.47454,0.23389,0.61624,0.30195,0.33463,0.44347,0.36422,0.32249,0.27244,0.3,0.25756,0.28807,0.4986,0.44233,0.4646,0.29603,0.13323,0.29093,0.40427,0.26884,0.42827,0.19182,0.28761,0.20794,0.28082,0.66707,0.22243,0.18569,0.36239,0.21827,0.50775,0.1842,0.30932,0.2959,0.14444,0.22617,0.19584,0.34542,0.09532,0.20468,0.45135,0.33258,0.25823,0.40876,0.2909,0.1656,0.41197,0.25037,0.20609,0.36269,0.29364,0.48305,0.19933,0.25466,0.26958,0.22422,0.17481,0.2946,0.31653,0.44801,0.32912,0.13972,0.26953,0.37826,0.23392,0.11224,0.44914,0.21478,0.12154,0.38,0.21511,0.22926,0.24099,0.205,0.36592,0.1503,0.34221,0.42113,0.23178,0.36608,0.4511,0.12039,0.16552,0.22084,0.26999,0.33143,0.2651,0.2616
127,train,0,Normal,0.19271,0.10399,0.44083,0.47445,0.57804,0.29716,0.05236,0.44002,0.30204,0.65904,0.22056,0.41138,0.05655,0.10126,0.33585,0.35786,0.07178,-0.01287,0.30391,0.06952,0.6219,0.23925,0.28271,0.08999,0.34927,0.14978,0.51662,0.26311,0.57053,0.03264,0.95578,0.46053,0.05871,0.33491,0.15056,0.4626,0.43894,0.63594,0.09792,0.11126,0.55585,0.20348,0.11297,0.06856,0.20542,-0.00123,0.22904,0.03748,0.14715,0.5151,0.37265,0.12427,0.05813,0.33204,0.45325,0.40481,-0.02744,0.20768,0.36893,0.16642,0.54722,0.15507,0.4665,0.63268,0.25321,0.19037,0.08588,0.18706,0.80143,0.58994,0.18653,0.13177,0.17593,0.29484,0.62111,0.38372,0.53876,0.52229,0.20328,0.34782,0.6044,0.38636,0.00135,0.56643,0.09212,0.01821,0.39502,0.26131,0.41158,0.31522,0.04389,0.67429,0.06665,0.31958,0.29966,0.41379,0.52137,0.06357,0.36023,0.76294,0.22781,0.17491,0.35634,0.53847,0.03592,0.20538,0.2517,0.15748,0.24459,0.7093,0.17354,0.25176,0.49322,0.34357,0.36623,0.2134,0.30747,0.3367,0.18013,0.117,0.40093,0.11751,0.53622,0.36312,0.43307,0.15008,0.10913,-0.02108,0.16296,0.21483,0.49477,0.11053,0.15109,-0.00025,0.21784,0.1824,0.27199,0.22175,0.07109,0.45291,0.29579,0.15539,0.27238,0.25446,0.4051,0.50138,0.63228,0.07946,0.36679,0.08044,0.09436,0.5793,0.45979,0.211,0.11805,0.50288,0.36977,-0.04024,0.23463,0.33998,0.18342,0.38914,0.37189,0.23757,0.37313,0.10164,0.30207,0.29391,0.15581,0.05169,0.66575,0.09288,0.69082,0.20442,0.30144,0.21513,0.52974,0.16338,0.74407,0.03595,0.32043,0.68873,0.25025,0.48948,0.25704,0.22989,0.46054,0.16962,-0.02326,0.33688,0.70263,0.15459,0.32771,0.16814,0.16348,0.13308,0.20262,0.20773,0.07421,-0.0197,0.04146,-0.016,0.5241,0.26787,0.0766,0.37852,0.50979,0.23906,0.27217,0.5171,0.27187,0.30543,0.03546,0.05595,0.61253,0.64766,0.15966,0.13522,0.45095,0.80289,0.12122,0.34055,0.20117,0.28426,0.37687,0.41618,0.37654,0.91544,0.10093,0.54042,0.15133,0.16862,0.03621,0.24376,0.10501,0.14719,0.28545,0.26656,0.58932,0.29729,0.19679,-0.03319,0.28072,0.2339,0.44208,0.08818,0.85276,0.15629,0.54554,0.23506,0.27723,0.39257,0.36817,0.0959,0.26963,0.20132
060,train,1,Hemorrhage,0.7752,0.50704,0.19605,0.36841,0.19426,0.39789,0.91399,0.21572,0.52788,0.3905,0.75055,0.66337,1.00456,0.46087,0.68791,0.44738,0.84498,0.6823,0.26148,0.74681,0.30113,0.23008,0.42675,0.89443,0.39323,0.63849,0.42593,0.51497,0.5036,1.04128,0.10554,0.11597,0.45525,0.25354,0.29466,0.43594,0.09978,0.37132,0.72037,0.42928,0.32717,0.29636,0.25419,0.70256,0.72263,0.92573,0.21141,0.80566,0.69495,0.58462,0.27181,1.01216,0.43075,0.50218,0.24162,0.56395,0.68409,0.79349,0.62416,0.63594,0.92149,0.22273,0.28561,0.39371,0.3423,0.25359,0.52251,0.60784,0.10468,0.17305,0.62471,0.42714,0.54178,0.49646,0.28652,0.1894,0.60847,0.33822,0.73671,0.25338,0.35142,0.40361,0.35083,0.19468,1.20018,0.35513,0.12085,0.96338,0.10172,0.29134,0.40389,0.32521,0.51519,0.32381,0.40295,0.665,0.26203,0.77725,0.86168,0.26994,0.35993,0.84854,0.51803,0.40184,0.13045,0.19271,0.62338,0.39141,0.21994,0.33685,0.52708,0.82277,0.29001,0.71515,0.45343,0.7882,0.5688,0.262,0.56578,0.90751,0.09732,0.24528,0.64981,0.20745,0.53969,0.8787,1.16631,0.88053,0.48196,0.68454,0.24708,0.30061,0.84011,0.62255,0.30346,0.79149,0.45908,0.45318,0.63878,0.43236,0.26979,0.77988,0.3276,0.74756,0.75644,0.64898,0.22563,0.60393,0.30906,1.26856,0.5994,0.11806,0.18189,0.41302,1.17975,0.62782,0.56605,1.06337,0.45047,0.41482,0.51098,0.58463,0.21809,0.36757,0.09342,0.65679,0.31198,1.03132,0.72725,1.01062,0.56468,0.4325,0.19511,1.06407,0.2477,0.66751,0.15661,0.59409,0.30906,0.79897,0.48779,0.3003,0.23092,0.4007,0.27514,0.22496,0.2251,0.4462,0.65849,0.92336,0.20106,0.35971,0.37393,0.74099,0.40215,0.71964,0.4289,0.70308,0.65931,0.68886,0.97751,1.04116,0.21346,0.24642,0.72526,0.40824,0.23322,0.67246,0.50585,0.24516,0.65568,0.57941,0.42909,0.62587,0.32281,0.18263,0.66111,0.9926,0.49437,0.35364,0.53716,0.4045,0.46906,0.25263,0.171,0.1957,0.41731,0.37038,0.67735,0.04639,0.70253,0.59867,0.63252,0.29554,0.98677,0.74283,0.26503,0.29821,0.10958,0.10248,0.16779,0.88195,0.68301,0.44964,0.86405,1.33262,0.21786,0.5331,0.3443,0.4078,0.4999,0.25208,0.4587,0.41121,0.29766,0.47297
